logz logzerr logvol nlive logl logwt insert_order
-inf nan 0.000000000000000000e+00 4.000000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647992797739059e+07 nan -2.503130218118530294e-03 3.990000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647923483021185e+07 nan -5.012541823544281946e-03 3.980000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647882936510444e+07 nan -7.528266420791573932e-03 3.970000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647854168303311e+07 5.126364747700111746e-01 -1.005033585350144018e-02 3.960000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647831853948161e+07 3.233188601059392986e-01 -1.257878220686011773e-02 3.950000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647813621792570e+07 3.303434346882908046e-01 -1.511363781004817011e-02 3.940000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647798206724599e+07 3.464816748568732008e-01 -1.765493523872075157e-02 3.930000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647784853585437e+07 3.086865093216975553e-01 -2.020270731751944854e-02 3.920000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647773075281829e+07 2.960388281070144290e-01 -2.275698712261621515e-02 3.910000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647762539230287e+07 3.298989191039838342e-01 -2.531780798428987650e-02 3.900000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647753008212149e+07 3.537552571745508079e-01 -2.788520348953569400e-02 3.890000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647744307074323e+07 3.042610589618142680e-01 -3.045920748470854617e-02 3.880000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647736302803457e+07 3.014479785972575820e-01 -3.303985407820018289e-02 3.870000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647728892006353e+07 3.116900760519782376e-01 -3.562717764315112556e-02 3.860000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647721992719173e+07 2.644105567596422568e-01 -3.822121282019776134e-02 3.850000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647715538867190e+07 2.600047644283855486e-01 -4.082199452025513098e-02 3.840000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647709476405010e+07 2.583431615610921050e-01 -4.342955792733600023e-02 3.830000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647703760563582e+07 2.604848969334864761e-01 -4.604393850140681144e-02 3.820000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647698353841528e+07 2.602772065827840264e-01 -4.866517198128102878e-02 3.810000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647693224512041e+07 2.491954067924827543e-01 -5.129329438755053650e-02 3.800000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647688345495611e+07 2.342564781695000709e-01 -5.392834202555564505e-02 3.790000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647683693493903e+07 2.142806041941048567e-01 -5.657035148839430205e-02 3.780000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647679248317704e+07 1.979937278267154821e-01 -5.921935965997122964e-02 3.770000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647674992356077e+07 1.839861905245202267e-01 -6.187540371808748080e-02 3.760000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647670910156518e+07 1.656289237071259524e-01 -6.453852113757117814e-02 3.750000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647666988085210e+07 1.673061951899902644e-01 -6.720874969345005945e-02 3.740000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647663214052469e+07 1.737461206261048940e-01 -6.988612746416644761e-02 3.730000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647659577288106e+07 1.885187017957608846e-01 -7.257069283483542910e-02 3.720000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647656068156287e+07 1.727544217169027507e-01 -7.526248450054684458e-02 3.710000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647652678000927e+07 1.711223200091682162e-01 -7.796154146971186194e-02 3.700000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647649399018660e+07 1.707632824160552620e-01 -8.066790306745480477e-02 3.690000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647646224148944e+07 1.571942195326139491e-01 -8.338160893905106896e-02 3.680000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647643146983162e+07 1.621768408329128386e-01 -8.610269905341172425e-02 3.670000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647640161686763e+07 1.541695512140984492e-01 -8.883121370661574423e-02 3.660000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647637262932956e+07 1.624410668454515927e-01 -9.156719352549048951e-02 3.650000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647634445845336e+07 1.536520270664327725e-01 -9.431067947124133211e-02 3.640000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647631705947965e+07 1.554708278049485026e-01 -9.706171284313121206e-02 3.630000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647629039123282e+07 1.533696302608165973e-01 -9.982033528221093133e-02 3.620000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
-1.823647626441574469e+07 1.593776016894247471e-01 -1.025865887751010730e-01 3.610000000000000000e+02 -1.823647393651284277e+07 -1.823647992797739059e+07 nan
